,id,condition,Delta,Theta,Alpha,Beta,Gamma,Sum,segment,start,end
793,2,flow,17173.666666666686,108598.56666666667,1982.3999999999978,10102.799999999997,1506.833333333334,36.0,5.0,121.0,150.0
794,2,free_recall,-79549.26666666666,-3530.7666666666664,46821.46666666667,5016.0,1233.4666666666672,37.0,5.0,121.0,150.0
795,2,hard,-6060.266666666663,61894.66666666666,5731.566666666666,10695.9,1399.3000000000002,37.0,5.0,121.0,150.0
797,2,mindfulness,-66295.96666666666,4516.766666666666,38102.13333333334,5165.733333333334,1557.833333333334,40.0,5.0,121.0,150.0
798,3,art,101098.83333333333,7447.866666666665,-6590.366666666672,1002.4666666666635,3310.2,42.0,5.0,121.0,150.0
799,3,easy,184326.8,43268.066666666666,9907.166666666664,1113.23333333333,558.5333333333328,33.0,5.0,121.0,150.0
800,3,flow,98569.49999999999,70011.0,18.766666666662786,8034.96666666666,7888.833333333333,39.0,5.0,121.0,150.0
801,3,free_recall,27125.333333333336,15536.566666666662,28173.533333333333,-3915.0333333333347,-1657.4333333333338,39.0,5.0,121.0,150.0
802,3,hard,51280.36666666667,23903.8,1265.4666666666672,3489.033333333333,3808.0666666666666,33.0,5.0,121.0,150.0
804,3,mindfulness,21467.533333333333,8031.299999999999,2524.0999999999985,-1580.5,-1568.3000000000002,36.0,5.0,121.0,150.0
805,4,art,291633.5666666666,111750.83333333331,25008.233333333337,11173.066666666666,-7773.466666666667,41.0,5.0,121.0,150.0
806,4,easy,70248.43333333335,18147.299999999996,5012.833333333336,43075.100000000006,-6414.033333333334,35.0,5.0,121.0,150.0
807,4,flow,-48651.333333333314,72526.43333333335,4921.433333333334,1927.3999999999978,-6285.866666666667,37.0,5.0,121.0,150.0
808,4,free_recall,-138744.46666666665,-4085.1666666666715,28410.63333333334,-6174.399999999998,-9048.366666666667,42.0,5.0,121.0,150.0
809,4,hard,38777.56666666668,90191.36666666667,13318.900000000001,-1910.2666666666664,-7967.233333333334,34.0,5.0,121.0,150.0
811,4,mindfulness,-116030.76666666665,-23760.733333333334,27994.200000000004,-5357.766666666665,-5583.933333333334,40.0,5.0,121.0,150.0
812,5,art,13074.066666666666,4865.266666666663,10952.93333333333,7677.533333333334,3690.1333333333328,41.0,5.0,121.0,150.0
813,5,easy,150952.0,35525.2,9939.966666666664,6791.133333333332,1466.1,34.0,5.0,121.0,150.0
814,5,flow,91644.0,40016.433333333334,15579.599999999999,8131.999999999999,2355.6666666666665,27.0,5.0,121.0,150.0
815,5,free_recall,200593.2333333333,71273.53333333333,21546.866666666665,5571.466666666664,1852.9999999999995,28.0,5.0,121.0,150.0
816,5,hard,5589.566666666666,4548.799999999999,-1542.1666666666679,1501.833333333333,942.8666666666663,22.0,5.0,121.0,150.0
818,5,mindfulness,13705.7,-317.6000000000022,25489.633333333335,1706.5999999999995,455.2666666666664,42.0,5.0,121.0,150.0
819,6,art,-178998.90000000002,-50576.66666666666,-20128.49999999999,-7067.166666666668,-8153.966666666667,42.0,5.0,121.0,150.0
820,6,easy,-118478.93333333336,-40811.43333333333,-14600.366666666658,-4533.4000000000015,-7541.866666666667,39.0,5.0,121.0,150.0
821,6,flow,-123991.2,-35956.3,-17967.399999999994,-11206.233333333334,-9868.166666666668,36.0,5.0,121.0,150.0
822,6,free_recall,-162899.6666666667,-34545.8,-17932.966666666656,-14436.099999999999,-13278.366666666667,36.0,5.0,121.0,150.0
823,6,hard,-106552.10000000002,-41572.23333333332,24512.20000000001,28022.6,-2067.800000000001,36.0,5.0,121.0,150.0
825,6,mindfulness,-226110.23333333334,-62865.399999999994,-15361.033333333326,-6641.933333333334,-8169.466666666667,41.0,5.0,121.0,150.0
826,7,art,56432.399999999994,22206.666666666664,-94939.60000000002,3100.3999999999996,11662.399999999998,39.0,5.0,121.0,150.0
827,7,easy,916693.6666666665,456335.26666666666,181838.06666666665,97292.5,70787.2,28.0,5.0,121.0,150.0
828,7,flow,736810.5,194039.1333333333,-49559.533333333355,27463.066666666666,43362.76666666667,33.0,5.0,121.0,150.0
829,7,free_recall,57612.966666666674,11135.033333333333,-95038.16666666669,8463.033333333331,6104.3,21.0,5.0,121.0,150.0
830,7,hard,492063.30000000005,102941.29999999999,-77744.66666666669,11814.733333333332,19430.666666666668,31.0,5.0,121.0,150.0
832,7,mindfulness,215597.53333333333,49125.43333333333,-24835.800000000003,302.0666666666675,3111.866666666666,25.0,5.0,121.0,150.0
833,8,art,-179342.2333333333,31283.13333333333,5787.366666666661,-6809.966666666667,-5270.733333333333,38.0,5.0,121.0,150.0
834,8,easy,55857.3666666667,40069.43333333332,884.5,-2851.0333333333365,-2975.633333333333,37.0,5.0,121.0,150.0
835,8,flow,-79520.23333333331,45137.93333333332,9726.333333333328,-731.9666666666672,-1224.166666666666,39.0,5.0,121.0,150.0
836,8,free_recall,-244184.89999999997,-21249.433333333327,41756.53333333333,-6848.633333333335,-4735.633333333332,33.0,5.0,121.0,150.0
837,8,hard,-101918.79999999999,34219.466666666674,26284.86666666666,-2786.2666666666664,-1107.166666666666,36.0,5.0,121.0,150.0
839,8,mindfulness,-249822.3,-1201.3999999999942,21948.766666666663,-4903.4000000000015,-5645.033333333333,44.0,5.0,121.0,150.0
840,9,art,125641.8999999999,-17066.800000000003,-19088.1,10832.5,10318.5,40.0,5.0,121.0,150.0
841,9,easy,773135.7000000001,203899.36666666667,36938.100000000006,61834.833333333314,41918.0,34.0,5.0,121.0,150.0
842,9,flow,655871.0000000001,149648.06666666662,-17469.0,38004.33333333333,27959.300000000003,32.0,5.0,121.0,150.0
843,9,free_recall,178066.6333333333,-4256.733333333337,-16649.299999999996,299.96666666666715,7678.73333333333,43.0,5.0,121.0,150.0
844,9,hard,715491.8333333334,97885.5,-21336.63333333333,16760.033333333333,13518.566666666666,25.0,5.0,121.0,150.0
846,9,mindfulness,151259.1333333333,-18730.16666666667,-23127.699999999997,22358.26666666667,17703.73333333333,43.0,5.0,121.0,150.0
847,10,art,-132039.46666666667,-80375.40000000001,-54215.533333333355,-36892.76666666667,-19739.933333333334,36.0,5.0,121.0,150.0
848,10,easy,-334110.6666666667,-108463.06666666668,-57660.73333333335,-44143.2,-29261.13333333333,39.0,5.0,121.0,150.0
849,10,flow,-20091.0,-18248.0,-9575.533333333355,-6230.366666666669,971.9000000000051,39.0,5.0,121.0,150.0
850,10,free_recall,-395429.2,-108256.80000000002,-53750.166666666686,-36793.8,-28910.366666666665,38.0,5.0,121.0,150.0
851,10,hard,-310483.73333333334,-90438.76666666668,-44131.46666666669,-35151.933333333334,-24342.333333333332,37.0,5.0,121.0,150.0
853,10,mindfulness,-416533.4,-119806.23333333334,-45936.933333333356,-32009.733333333334,-28702.566666666666,41.0,5.0,121.0,150.0
854,11,art,-1285.2333333333372,1192.7333333333336,4582.600000000002,-11755.533333333331,-11457.533333333335,45.0,5.0,121.0,150.0
855,11,easy,186510.73333333334,30312.866666666665,14476.433333333334,257.8666666666686,-3296.800000000001,43.0,5.0,121.0,150.0
856,11,flow,-13297.06666666667,7044.633333333331,5121.133333333331,-9637.166666666664,-9209.633333333335,43.0,5.0,121.0,150.0
857,11,free_recall,-21668.166666666668,654.2999999999993,43952.33333333333,-12374.633333333331,-12066.500000000002,42.0,5.0,121.0,150.0
858,11,hard,-18060.500000000004,4907.199999999997,3429.7999999999993,-9740.866666666665,-9888.733333333335,40.0,5.0,121.0,150.0
860,11,mindfulness,-15687.433333333338,2420.399999999998,34842.86666666667,-11891.199999999999,-12093.333333333336,45.0,5.0,121.0,150.0
861,12,art,60312.33333333333,7812.433333333334,-36366.23333333334,-787.8999999999996,3986.3666666666672,43.0,5.0,121.0,150.0
862,12,easy,187502.69999999995,27369.5,-33203.66666666667,2571.5999999999985,6488.6,30.0,5.0,121.0,150.0
863,12,flow,38960.5,4856.166666666664,-38195.36666666667,-733.6333333333314,4091.266666666667,34.0,5.0,121.0,150.0
864,12,free_recall,28579.033333333336,1142.8666666666686,36124.66666666665,1676.2000000000007,2388.8000000000006,38.0,5.0,121.0,150.0
865,12,hard,133571.8,16944.0,-40564.600000000006,159.03333333333285,8240.133333333335,22.0,5.0,121.0,150.0
867,12,mindfulness,3054.666666666666,-1995.7333333333336,48696.26666666667,1424.6333333333314,896.1666666666665,38.0,5.0,121.0,150.0
868,13,art,-1484.4333333333489,11104.366666666669,1535.1666666666642,-6983.733333333334,1415.166666666667,45.0,5.0,121.0,150.0
869,13,easy,37335.5,18202.86666666667,1253.566666666662,-6281.100000000002,-947.9333333333334,40.0,5.0,121.0,150.0
870,13,flow,214888.93333333335,50847.03333333334,14587.833333333332,6324.666666666668,3525.8999999999996,40.0,5.0,121.0,150.0
871,13,free_recall,187532.36666666664,31050.800000000003,-406.7333333333336,-1226.0333333333328,1494.9333333333334,38.0,5.0,121.0,150.0
872,13,hard,19838.13333333333,9205.73333333333,2898.73333333333,-4800.666666666668,206.0,37.0,5.0,121.0,150.0
874,13,mindfulness,259374.7,49612.899999999994,11045.7,-2670.100000000002,1128.6333333333332,41.0,5.0,121.0,150.0
875,14,art,143179.86666666667,45439.5,-31907.933333333327,11325.633333333328,9508.333333333334,42.0,5.0,121.0,150.0
876,14,easy,63622.23333333333,22081.86666666667,-46434.46666666666,260.73333333333176,1159.4333333333334,40.0,5.0,121.0,150.0
877,14,flow,74095.6,26426.199999999997,-39257.166666666664,6847.23333333333,5323.9333333333325,37.0,5.0,121.0,150.0
878,14,free_recall,125059.5,26585.199999999997,-27598.566666666666,822.4666666666653,4135.6,35.0,5.0,121.0,150.0
879,14,hard,8073.433333333329,5271.0,-46382.7,395.2999999999993,760.0333333333338,36.0,5.0,121.0,150.0
881,14,mindfulness,4679.300000000001,-522.8999999999978,-2647.7999999999956,635.8666666666668,1038.1000000000004,41.0,5.0,121.0,150.0
882,15,art,14454.800000000001,10470.133333333335,-20816.800000000003,591.1666666666642,-682.0999999999985,43.0,5.0,121.0,150.0
883,15,easy,80696.09999999999,28559.56666666666,-21463.100000000002,4210.533333333333,931.1666666666679,37.0,5.0,121.0,150.0
884,15,flow,343386.13333333336,62428.36666666666,-10586.100000000006,28107.433333333334,8088.26666666667,35.0,5.0,121.0,150.0
885,15,free_recall,27506.233333333337,31270.033333333333,4610.066666666666,3485.133333333335,2215.7000000000025,40.0,5.0,121.0,150.0
886,15,hard,86579.59999999999,58286.43333333334,-9981.666666666672,8307.2,619.5,32.0,5.0,121.0,150.0
888,15,mindfulness,-1996.0666666666675,-151.86666666666497,-9288.233333333337,-3976.4666666666635,-3324.9666666666644,45.0,5.0,121.0,150.0
889,16,art,204576.06666666668,59119.4,4557.133333333339,15870.100000000002,6182.000000000002,45.0,5.0,121.0,150.0
890,16,easy,312329.9666666667,133077.23333333334,10642.566666666673,15354.400000000001,2482.033333333333,41.0,5.0,121.0,150.0
891,16,flow,223326.53333333335,52517.56666666666,1701.5333333333401,11126.333333333336,1077.5666666666666,45.0,5.0,121.0,150.0
892,16,free_recall,-14726.666666666664,523.0,-5277.433333333331,-1098.9333333333307,-912.7666666666664,45.0,5.0,121.0,150.0
893,16,hard,420012.76666666666,117721.9,18616.5,24625.233333333337,9571.766666666665,35.0,5.0,121.0,150.0
895,16,mindfulness,-1710.7666666666628,5245.299999999999,3324.1666666666715,449.96666666666897,303.7333333333336,45.0,5.0,121.0,150.0
896,17,art,146854.3333333333,12065.699999999997,-34090.933333333334,-5551.133333333339,6548.466666666666,45.0,5.0,121.0,150.0
897,17,easy,254675.29999999996,77414.83333333331,-2642.3666666666686,24776.13333333333,9511.466666666667,37.0,5.0,121.0,150.0
898,17,flow,-60795.13333333335,10328.099999999999,-36276.2,-2538.600000000002,2544.333333333333,26.0,5.0,121.0,150.0
899,17,free_recall,523570.30000000005,71265.03333333334,3388.1666666666715,23561.066666666666,47092.66666666667,39.0,5.0,121.0,150.0
900,17,hard,-59013.70000000001,12219.73333333333,-36850.73333333334,-3105.9333333333343,2712.133333333334,36.0,5.0,121.0,150.0
902,17,mindfulness,-51019.20000000001,-7268.766666666666,32317.266666666663,-10295.266666666666,-3224.233333333333,45.0,5.0,121.0,150.0
903,18,art,132411.0333333333,27908.19999999999,5121.800000000003,3483.333333333332,2036.2999999999993,35.0,5.0,121.0,150.0
904,18,easy,187379.59999999998,8938.799999999996,-2503.166666666668,654.7000000000007,3982.2333333333336,36.0,5.0,121.0,150.0
905,18,flow,43063.033333333326,2753.399999999987,2123.466666666667,17767.43333333333,15500.966666666665,36.0,5.0,121.0,150.0
906,18,free_recall,25497.033333333326,-2554.0,6401.966666666667,10116.900000000001,7652.699999999999,40.0,5.0,121.0,150.0
907,18,hard,-19946.0,7782.46666666666,-831.2999999999993,11803.433333333334,6434.4333333333325,36.0,5.0,121.0,150.0
909,18,mindfulness,-83292.20000000001,-24568.36666666667,14375.033333333333,4979.366666666665,3894.866666666667,41.0,5.0,121.0,150.0
910,19,art,54339.1,26453.866666666665,-128287.03333333333,4027.5,2239.9666666666662,42.0,5.0,121.0,150.0
911,19,easy,153926.5,96438.40000000001,-118477.76666666666,5342.566666666666,3194.4666666666662,42.0,5.0,121.0,150.0
912,19,flow,160641.5,57890.83333333333,-121608.46666666666,12351.133333333331,8186.9333333333325,30.0,5.0,121.0,150.0
913,19,free_recall,54071.13333333334,7007.799999999999,-120762.93333333332,-2820.600000000002,275.7333333333331,41.0,5.0,121.0,150.0
914,19,hard,159707.1,34346.533333333326,-124136.5,18761.066666666666,12756.6,26.0,5.0,121.0,150.0
916,19,mindfulness,132574.3,20767.566666666662,-55987.76666666666,5668.199999999997,912.3666666666668,45.0,5.0,121.0,150.0
917,20,art,-691914.7666666668,-157229.9,-50859.099999999984,-13931.73333333333,-49414.40000000001,34.0,5.0,121.0,150.0
918,20,easy,-547304.6666666667,-138472.8,-50701.03333333332,-6718.8333333333285,-57343.8,31.0,5.0,121.0,150.0
919,20,flow,-55497.56666666677,77951.10000000003,-3539.0,13096.5,12075.766666666663,29.0,5.0,121.0,150.0
920,20,free_recall,-885413.3000000002,-206137.53333333333,-66806.23333333331,-4191.5,-48029.36666666667,33.0,5.0,121.0,150.0
921,20,hard,-469631.4666666668,-127969.1333333333,-24482.199999999983,2872.5,-46313.0,26.0,5.0,121.0,150.0
923,20,mindfulness,-356684.90000000014,-51600.69999999998,-47548.69999999999,5085.566666666673,-45290.3,31.0,5.0,121.0,150.0
924,21,art,124828.09999999999,14584.966666666656,7707.366666666669,20742.1,26115.833333333332,41.0,5.0,121.0,150.0
925,21,easy,96670.46666666666,37210.3,88.3333333333394,-3343.7666666666664,1654.9666666666672,36.0,5.0,121.0,150.0
926,21,flow,114895.83333333333,25814.266666666666,978.3333333333394,-1673.2333333333336,9053.966666666667,23.0,5.0,121.0,150.0
927,21,free_recall,-643.9000000000015,-5171.666666666668,5845.833333333339,3779.5999999999985,4367.600000000002,31.0,5.0,121.0,150.0
928,21,hard,17778.766666666663,12137.53333333333,-3612.73333333333,-4327.733333333334,787.4666666666672,19.0,5.0,121.0,150.0
930,21,mindfulness,12989.333333333328,6033.333333333332,41993.63333333333,2328.533333333333,6376.100000000002,31.0,5.0,121.0,150.0
931,22,art,-194508.60000000003,-11147.533333333326,-910.7666666666664,10361.73333333333,12440.1,37.0,5.0,121.0,150.0
932,22,easy,196546.56666666665,64400.53333333334,17288.26666666666,36991.9,24941.0,41.0,5.0,121.0,150.0
933,22,flow,-131672.43333333335,27515.300000000003,-1444.7666666666664,4423.300000000003,3601.833333333332,40.0,5.0,121.0,150.0
934,22,free_recall,-51184.70000000001,55338.633333333346,944.5,5913.800000000003,1571.9333333333325,28.0,5.0,121.0,150.0
935,22,hard,-189773.00000000003,2864.2000000000116,-5910.0,1893.7000000000007,3084.1000000000004,39.0,5.0,121.0,150.0
937,22,mindfulness,-128318.20000000001,22398.66666666668,3458.9999999999964,-511.7666666666646,-1085.1000000000004,41.0,5.0,121.0,150.0
938,23,art,-49082.866666666465,20552.800000000047,18963.03333333334,13352.600000000006,394.0,40.0,5.0,121.0,150.0
939,23,easy,106508.73333333363,130489.93333333335,108063.6,40873.200000000026,46298.43333333333,36.0,5.0,121.0,150.0
940,23,flow,167821.86666666693,89591.00000000006,44737.5,-6893.866666666654,22906.63333333333,34.0,5.0,121.0,150.0
941,23,free_recall,66910.86666666681,-41754.5333333333,10402.46666666666,-5038.899999999987,-1257.9333333333325,30.0,5.0,121.0,150.0
942,23,hard,-234539.2999999998,-18998.566666666622,15314.166666666672,-28083.766666666656,32075.966666666667,22.0,5.0,121.0,150.0
944,23,mindfulness,57829.16666666686,-4638.933333333291,10801.766666666663,11820.266666666677,-150.89999999999964,35.0,5.0,121.0,150.0
945,24,art,92808.63333333333,17095.233333333334,-803.3333333333321,1347.0999999999985,1330.9666666666662,36.0,5.0,121.0,150.0
946,24,easy,295245.3333333333,73283.39999999998,29023.066666666662,29996.466666666667,30115.999999999993,33.0,5.0,121.0,150.0
947,24,flow,78131.56666666668,14962.666666666668,6472.233333333334,1984.699999999999,-172.0,31.0,5.0,121.0,150.0
948,24,free_recall,50436.63333333332,2333.366666666665,-2152.4333333333307,-5296.866666666668,-2344.1000000000004,27.0,5.0,121.0,150.0
949,24,hard,155396.2,31505.766666666666,4664.9666666666635,3795.9666666666653,1076.5333333333328,25.0,5.0,121.0,150.0
951,24,mindfulness,133419.66666666663,10586.266666666666,-2285.23333333333,-2507.5666666666675,-1017.3666666666668,34.0,5.0,121.0,150.0
952,25,art,-144561.0666666666,-35988.466666666645,4192.966666666667,-168.66666666666788,-4986.5,35.0,5.0,121.0,150.0
953,25,easy,259499.70000000007,16603.533333333355,18587.233333333337,28815.56666666667,1039.833333333334,29.0,5.0,121.0,150.0
954,25,flow,32457.966666666674,-5699.566666666666,11867.26666666667,38255.09999999999,7309.499999999996,32.0,5.0,121.0,150.0
955,25,free_recall,-268340.53333333327,-24658.63333333333,12681.366666666669,379.90000000000146,-1505.6000000000004,34.0,5.0,121.0,150.0
956,25,hard,320325.7666666667,101468.6333333333,33784.1,39242.933333333334,7469.366666666665,28.0,5.0,121.0,150.0
958,25,mindfulness,-317787.86666666664,-57470.366666666654,29286.23333333333,7280.566666666669,-3106.9333333333325,35.0,5.0,121.0,150.0
959,26,art,-197568.13333333333,-30091.13333333334,895.2000000000044,-16128.466666666664,-15034.566666666666,31.0,5.0,121.0,150.0
960,26,easy,46409.266666666634,71769.96666666667,-6539.23333333333,1540.9333333333343,-8615.466666666665,28.0,5.0,121.0,150.0
961,26,flow,-204073.83333333334,-28883.700000000004,-17122.266666666666,-20813.1,-16415.199999999997,26.0,5.0,121.0,150.0
962,26,free_recall,-15008.700000000012,-7517.600000000006,4829.76666666667,-3326.5999999999985,-5942.700000000001,31.0,5.0,121.0,150.0
963,26,hard,-155468.7666666667,-29261.66666666668,-13603.499999999996,-13970.833333333336,-12174.233333333332,29.0,5.0,121.0,150.0
965,26,mindfulness,-164123.33333333334,-19581.466666666674,63887.93333333332,-18070.166666666664,-16286.766666666666,24.0,5.0,121.0,150.0
966,27,art,-56621.30000000005,6681.200000000012,-1128.7333333333372,6720.933333333334,4711.966666666667,45.0,5.0,121.0,150.0
967,27,easy,-73224.76666666666,-12761.066666666658,-5673.366666666669,2047.9666666666672,1562.6,37.0,5.0,121.0,150.0
968,27,flow,15341.166666666686,-10027.73333333333,-9215.733333333337,1699.2000000000007,2260.1999999999994,39.0,5.0,121.0,150.0
969,27,free_recall,141716.90000000002,45263.66666666666,14128.299999999996,12372.299999999996,4402.166666666666,43.0,5.0,121.0,150.0
970,27,hard,-90187.9,-18868.533333333333,-6830.733333333337,1334.800000000001,1579.0333333333333,22.0,5.0,121.0,150.0
972,27,mindfulness,4561.8666666666395,901.4666666666744,7976.066666666666,873.5,339.1666666666665,24.0,5.0,121.0,150.0
973,28,art,41894.86666666667,-4621.599999999991,10186.7,-13145.133333333331,-5619.366666666665,42.0,5.0,121.0,150.0
974,28,easy,9700.166666666686,-6705.133333333324,16965.900000000005,-6774.866666666665,-2651.1333333333314,32.0,5.0,121.0,150.0
975,28,flow,61984.40000000002,-25121.59999999999,4952.733333333334,-17550.566666666666,-7206.866666666665,38.0,5.0,121.0,150.0
976,28,free_recall,-29812.49999999997,-41381.366666666654,1864.6666666666679,-22877.199999999997,-10263.333333333332,37.0,5.0,121.0,150.0
977,28,hard,146191.06666666668,-17733.09999999999,-3586.866666666665,-23191.966666666667,-8841.666666666664,39.0,5.0,121.0,150.0
979,28,mindfulness,-106754.79999999999,-41623.999999999985,15704.7,-22351.399999999998,-7581.933333333332,36.0,5.0,121.0,150.0
980,1,art,105610.4666666667,-3942.100000000006,-10541.46666666666,2089.2999999999956,726.1000000000004,43.0,6.0,151.0,180.0
981,1,easy,36398.56666666668,-7150.9000000000015,-20382.199999999997,-2664.600000000002,-1009.4666666666653,38.0,6.0,151.0,180.0
982,1,flow,-121084.09999999998,-36475.600000000006,-35478.066666666666,-16085.100000000002,-3581.9333333333325,36.0,6.0,151.0,180.0
983,1,free_recall,48475.93333333335,14973.76666666667,-15127.099999999991,-6067.0333333333365,-3578.4333333333325,27.0,6.0,151.0,180.0
984,1,hard,527919.7,63377.166666666664,2045.4333333333416,15985.166666666664,-895.9666666666653,27.0,6.0,151.0,180.0
986,1,mindfulness,118139.26666666669,39225.83333333335,17107.466666666667,2668.5999999999985,-1948.0666666666657,36.0,6.0,151.0,180.0
987,2,art,130966.99999999999,31444.06666666667,12794.5,13248.166666666668,10206.2,33.0,6.0,151.0,180.0
988,2,easy,-20916.000000000004,35484.966666666674,9812.300000000003,5772.799999999999,1207.2000000000003,40.0,6.0,151.0,180.0
989,2,flow,51656.833333333314,69269.63333333332,10746.600000000002,5278.5666666666675,849.5666666666662,36.0,6.0,151.0,180.0
990,2,free_recall,-4419.333333333336,9861.46666666667,69317.86666666667,3012.8999999999996,1075.0666666666662,37.0,6.0,151.0,180.0
991,2,hard,122456.03333333334,112074.06666666667,15000.733333333334,10143.43333333333,2372.1333333333337,37.0,6.0,151.0,180.0
993,2,mindfulness,-16392.53333333334,7869.266666666666,71348.56666666667,6884.633333333331,341.83333333333303,40.0,6.0,151.0,180.0
994,3,art,55171.16666666667,22985.933333333334,8834.066666666666,3653.6666666666642,4478.2,42.0,6.0,151.0,180.0
995,3,easy,319896.8666666667,62079.433333333334,19637.1,9217.833333333332,5217.2333333333345,33.0,6.0,151.0,180.0
996,3,flow,30512.266666666666,20391.233333333337,1050.3666666666613,12011.73333333333,11511.966666666667,39.0,6.0,151.0,180.0
997,3,free_recall,-4966.466666666665,-6463.200000000001,-1436.2333333333336,-4008.5,-212.86666666666633,39.0,6.0,151.0,180.0
998,3,hard,91118.09999999999,27771.666666666664,9409.299999999996,4018.2999999999993,5540.966666666666,33.0,6.0,151.0,180.0
1000,3,mindfulness,258659.53333333335,51171.8,33329.9,8564.0,6796.133333333334,36.0,6.0,151.0,180.0
1001,4,art,293286.2,149205.3333333333,8702.200000000004,-3143.7666666666664,-6507.366666666666,41.0,6.0,151.0,180.0
1002,4,easy,80113.66666666669,33663.933333333334,9293.366666666661,46933.73333333334,-3717.0,35.0,6.0,151.0,180.0
1003,4,flow,-89869.33333333333,14560.700000000004,-9732.933333333334,-3582.0999999999985,-5570.866666666666,37.0,6.0,151.0,180.0
1004,4,free_recall,-150429.03333333333,-12303.599999999999,29286.233333333337,-5972.066666666666,-6696.733333333333,42.0,6.0,151.0,180.0
1005,4,hard,-28460.233333333308,7216.300000000003,5164.833333333336,-3273.3666666666686,-5965.133333333332,34.0,6.0,151.0,180.0
1007,4,mindfulness,-115377.23333333332,-5554.399999999994,12083.800000000003,-6950.733333333334,-2867.4666666666653,40.0,6.0,151.0,180.0
1008,5,art,-16518.466666666667,-3344.1333333333314,-6633.0333333333365,4510.9,2927.2333333333336,41.0,6.0,151.0,180.0
1009,5,easy,163381.1,48932.399999999994,9096.000000000004,7498.999999999998,1584.833333333334,34.0,6.0,151.0,180.0
1010,5,flow,49588.36666666667,18240.233333333334,-7756.033333333333,3304.866666666667,566.0000000000005,27.0,6.0,151.0,180.0
1011,5,free_recall,81932.53333333333,29054.166666666668,14601.900000000005,3344.633333333333,94.66666666666697,28.0,6.0,151.0,180.0
1012,5,hard,124818.73333333334,25565.333333333332,-4056.0,3368.633333333333,765.1333333333332,22.0,6.0,151.0,180.0
1014,5,mindfulness,3214.23333333333,11389.033333333336,12056.433333333338,2230.7999999999993,1609.4000000000005,42.0,6.0,151.0,180.0
1015,6,art,-211488.46666666665,-35791.83333333333,2331.199999999997,-548.9333333333343,-4656.0,42.0,6.0,151.0,180.0
1016,6,easy,-64211.69999999998,-1513.0666666666657,6055.699999999997,-1422.2333333333336,-3973.7333333333318,39.0,6.0,151.0,180.0
1017,6,flow,196979.66666666672,56108.26666666666,4411.0,-5802.166666666668,-7878.699999999999,36.0,6.0,151.0,180.0
1018,6,free_recall,-225628.99999999997,-40748.23333333333,-6781.0999999999985,-13880.166666666668,-10354.533333333333,36.0,6.0,151.0,180.0
1019,6,hard,-18817.633333333302,-5896.033333333333,51701.16666666666,29721.199999999997,1060.2000000000007,36.0,6.0,151.0,180.0
1021,6,mindfulness,-249073.93333333332,-42631.166666666664,-1285.2000000000007,7084.566666666666,-1402.4666666666653,41.0,6.0,151.0,180.0
1022,7,art,18471.733333333337,-21799.66666666667,-77500.79999999999,2229.633333333335,16191.966666666664,39.0,6.0,151.0,180.0
1023,7,easy,881191.5666666667,245018.19999999995,54957.36666666667,91779.86666666667,69654.2,28.0,6.0,151.0,180.0
1024,7,flow,814511.7333333333,120331.33333333333,3754.7333333333663,43842.46666666667,56175.66666666667,33.0,6.0,151.0,180.0
1025,7,free_recall,-87011.79999999999,-64641.600000000006,-90273.19999999998,721.6666666666642,4434.7666666666655,21.0,6.0,151.0,180.0
1026,7,hard,524383.7999999999,104422.26666666662,-54107.06666666665,10957.533333333333,24224.16666666666,31.0,6.0,151.0,180.0
1028,7,mindfulness,32652.800000000017,-38540.3,3064.899999999994,-5112.299999999999,747.7999999999993,25.0,6.0,151.0,180.0
1029,8,art,-329056.8333333333,-13713.833333333336,-85929.16666666666,-12333.400000000001,-7161.633333333332,38.0,6.0,151.0,180.0
1030,8,easy,-49258.93333333335,25320.266666666677,-84373.43333333333,-12082.333333333332,-5469.133333333333,37.0,6.0,151.0,180.0
1031,8,flow,7395.666666666686,82611.40000000001,-69000.1,-8419.166666666672,-5312.966666666665,39.0,6.0,151.0,180.0
1032,8,free_recall,-265575.8,-37763.4,-59172.2,-10014.7,-7068.499999999999,33.0,6.0,151.0,180.0
1033,8,hard,-153262.53333333333,4902.399999999994,-68244.53333333333,-13456.466666666667,-6760.099999999999,36.0,6.0,151.0,180.0
1035,8,mindfulness,-320527.6,-40107.23333333334,-63425.46666666667,-11469.866666666669,-8972.8,44.0,6.0,151.0,180.0
1036,9,art,19378.70000000001,36955.53333333334,-27129.80000000001,11727.999999999996,6699.0,40.0,6.0,151.0,180.0
1037,9,easy,440647.8333333334,67574.63333333332,-13803.500000000007,17602.33333333334,13861.93333333333,34.0,6.0,151.0,180.0
1038,9,flow,439989.8333333334,140073.53333333333,20395.166666666657,25037.133333333335,24308.03333333333,32.0,6.0,151.0,180.0
1039,9,free_recall,-72040.76666666666,-25471.13333333334,-10228.53333333334,1989.4666666666708,4931.133333333331,43.0,6.0,151.0,180.0
1040,9,hard,352802.69999999995,62864.433333333334,-4883.466666666674,13663.46666666667,9642.133333333331,25.0,6.0,151.0,180.0
1042,9,mindfulness,-113610.76666666669,-12283.26666666667,-2078.5666666666802,7144.200000000001,5382.333333333332,43.0,6.0,151.0,180.0
1043,10,art,-43521.69999999995,-18457.066666666666,5637.366666666661,-7517.700000000001,-8980.533333333333,36.0,6.0,151.0,180.0
